IDS_TEXTCLIENT_INC_000001	Navigator
IDS_TEXTCLIENT_INC_002821	Furniture has been removed from your Guild House.
IDS_TEXTCLIENT_INC_002822	Would you like to unlock %s's Bead Slot?
IDS_TEXTCLIENT_INC_002823	MERRY CHRISTMAS!
IDS_TEXTCLIENT_INC_002824	Thank you very much for helping to make this a special Christmas!  I will exchange your Holiday Medals for Christmas Presents!
IDS_TEXTCLIENT_INC_002825	5x Holiday Medals = 1x Rudolf Set (M) (7 days)
IDS_TEXTCLIENT_INC_002826	5x Holiday Medals = 1x Rudolf Set (F) (7 days)
IDS_TEXTCLIENT_INC_002827	5x Holiday Medals = 1x Santa Set (M) (7 days)
IDS_TEXTCLIENT_INC_002828	5x Holiday Medals = 1x Santa Set (F) (7 days)
IDS_TEXTCLIENT_INC_002829	1x Holiday Medal = 2x Christmas Cakes
IDS_TEXTCLIENT_INC_002830	1x Holiday Medal = 2x Gingerbreads
IDS_TEXTCLIENT_INC_002831	1x Holiday Medal = 10x Vanilla Cupcakes
IDS_TEXTCLIENT_INC_002832	1x Holiday Medal = 4x Christmas Teas
IDS_TEXTCLIENT_INC_002833	Bank PIN Window
IDS_TEXTCLIENT_INC_002834	Your Bank PIN is incorrect.
IDS_TEXTCLIENT_INC_002835	Enter the Bank PIN to continue.
IDS_TEXTCLIENT_INC_002836	The Bank PIN should be a %d digit number.
IDS_TEXTCLIENT_INC_002837	Invalid Bank PIN.
IDS_TEXTCLIENT_INC_002838	Confirm Bank PIN.
IDS_TEXTCLIENT_INC_002839	Bank PINs do not match.
IDS_TEXTCLIENT_INC_002840	Bed
IDS_TEXTCLIENT_INC_002841	Table
IDS_TEXTCLIENT_INC_002842	Sofa
IDS_TEXTCLIENT_INC_002843	Table
IDS_TEXTCLIENT_INC_002844	Chair
IDS_TEXTCLIENT_INC_002845	Bookshelf
IDS_TEXTCLIENT_INC_002846	Dressing table
IDS_TEXTCLIENT_INC_002847	Wardrobe 
IDS_TEXTCLIENT_INC_002848	Bathtub
IDS_TEXTCLIENT_INC_002849	Bedside table 
IDS_TEXTCLIENT_INC_002850	Carpet
IDS_TEXTCLIENT_INC_002851	Wall Paper
IDS_TEXTCLIENT_INC_002852	Maintenance Fee
IDS_TEXTCLIENT_INC_002853	Duration
IDS_TEXTCLIENT_INC_002854	Amount
IDS_TEXTCLIENT_INC_002855	Furniture Types
IDS_TEXTCLIENT_INC_002856	You cannot use the Guild House Return Scroll right now.
IDS_TEXTCLIENT_INC_002857	All Quests
IDS_TEXTCLIENT_INC_002858	In Progress
IDS_TEXTCLIENT_INC_002859	Completed
IDS_TEXTCLIENT_INC_002860	You cannot check that anymore.
IDS_TEXTCLIENT_INC_002861	New Quest
IDS_TEXTCLIENT_INC_002862	No New Quests
IDS_TEXTCLIENT_INC_002863	Quests in Progress
IDS_TEXTCLIENT_INC_002864	No Quests in Progress
IDS_TEXTCLIENT_INC_002865	Dialog
IDS_TEXTCLIENT_INC_002866	Hello
IDS_TEXTCLIENT_INC_002867	Goodbye!
IDS_TEXTCLIENT_INC_002868	Equipped
IDS_TEXTCLIENT_INC_002869	Destination
IDS_TEXTCLIENT_INC_002870	Expiration
IDS_TEXTCLIENT_INC_002871	%s has asked you for a Mentor-Pupil bond.  Do you accept?
IDS_TEXTCLIENT_INC_002872	You and %s will no longer be in a Mentor-Pupil bond.  Are you sure?
IDS_TEXTCLIENT_INC_002873	FITA Event
IDS_TEXTCLIENT_INC_002874	You will get FITA Cloak(30Days) if you bring 4 different kinds of FITA cookie by monster hunting.
IDS_TEXTCLIENT_INC_002875	FITA Cookie (F),(I),(T),(A) → FITA Cloak (30Days)
IDS_TEXTCLIENT_INC_002876	Available
IDS_TEXTCLIENT_INC_002877	Lv.
IDS_TEXTCLIENT_INC_002878	%d
IDS_TEXTCLIENT_INC_002879	%d
IDS_TEXTCLIENT_INC_002880	%d
IDS_TEXTCLIENT_INC_002881	%s<Lv.%d>
IDS_TEXTCLIENT_INC_002882	%s<Lv.%d-M>
IDS_TEXTCLIENT_INC_002883	%s<Lv.%d-H>
IDS_TEXTCLIENT_INC_002884	%s<LV.%d>
IDS_TEXTCLIENT_INC_002885	Health: %d/%d - Penya: %d - EXP %.2f%% (%I64d/%I64d)
IDS_TEXTCLIENT_INC_002886	Health: %d/%d
IDS_TEXTCLIENT_INC_002887	%dX Zoom.  Press the Scroll Lock Key to toggle.
IDS_TEXTCLIENT_INC_002888	<%d>
IDS_TEXTCLIENT_INC_002889	%s - Lv: %d
IDS_TEXTCLIENT_INC_002890	Safe Element Upgrade
IDS_TEXTCLIENT_INC_002891	You must place an Element Card in the appropriate slot in order to proceed.
IDS_TEXTCLIENT_INC_002892	This item already has an Element Upgrade.  You can't apply a different element.
IDS_TEXTCLIENT_INC_002893	A different type of element has already been applied.
IDS_TEXTCLIENT_INC_002894	Please make sure all items are placed in the upgrade slots.
IDS_TEXTCLIENT_INC_002895	50 Strength (STR) points will be refunded to you.  Do you want to continue?
IDS_TEXTCLIENT_INC_002896	50 Stamina (STA) points will be refunded to you.  Do you want to continue?
IDS_TEXTCLIENT_INC_002897	50 Dexterity (DEX) points will be refunded to you.  Do you want to continue?
IDS_TEXTCLIENT_INC_002898	50 Intelligence (INT) points will be refunded to you.  Do you want to continue?
IDS_TEXTCLIENT_INC_002899	Would you like to transform your Pick-up Pet into a Buff Pet?
IDS_TEXTCLIENT_INC_002900	HOCUS POCUS!  You have successfully transformed your %s into a Buff Pet!
IDS_TEXTCLIENT_INC_002901	You do not currently have a Pick-up pet summoned.
IDS_TEXTCLIENT_INC_002902	[Pick-Up Pet]
IDS_TEXTCLIENT_INC_002903	[Raised Pet]
IDS_TEXTCLIENT_INC_002904	[Buff Pet]
IDS_TEXTCLIENT_INC_002905	%s has been ignored.  Type /Unignore <NAME> to remove them from your Ignore List.
IDS_TEXTCLIENT_INC_002906	%s is now unignored. 
IDS_TEXTCLIENT_INC_002907	That character is already on your Ignore List.
IDS_TEXTCLIENT_INC_002908	That character is not on your Ignore List.
IDS_TEXTCLIENT_INC_002909	Ignore List is full.  Please unignore some characters or relog to reset your Ignore List.
IDS_TEXTCLIENT_INC_002910	[Complete]
IDS_TEXTCLIENT_INC_002911	You must have %s Master Points in order to exchange.
IDS_TEXTCLIENT_INC_002912	Safe Element Upgrade
IDS_TEXTCLIENT_INC_002913	Fortune pouch exchange
IDS_TEXTCLIENT_INC_002914	Happy New Lunar Year!\nHere, you can exchange your fortune pouches for incredible gifts!
IDS_TEXTCLIENT_INC_002915	2000 Lucky pouch(2010) + 20 Million Penya → Beauty Salon Coupon
IDS_TEXTCLIENT_INC_002916	2000 Lucky pouch(2010) + 20 Million Penya → Free Makeup Coupon
IDS_TEXTCLIENT_INC_002917	1500 Lucky pouch(2010) + 15 Million Penya → Male Snowman (7Days) 
IDS_TEXTCLIENT_INC_002918	1500 Lucky pouch(2010) + 15 Million Penya → Female Snowman (7Days) 
IDS_TEXTCLIENT_INC_002919	1000 Lucky pouch(2010) + 10 Million Penya → Angelic Wings Box (3 Days) 
IDS_TEXTCLIENT_INC_002920	1000 Lucky pouch(2010) + 10 Million Penya → Wings of the Divine Prophet Box (3 Days)
IDS_TEXTCLIENT_INC_002921	500 Lucky pouch(2010) + 1 Million Penya → Taiwan Balloon
IDS_TEXTCLIENT_INC_002922	10 Lucky pouch(2010) + 100,000 Penya → Heart Cracker
IDS_TEXTCLIENT_INC_002923	10 Lucky pouch(2010) + 100,000 Penya → Pumpkin Cracker
IDS_TEXTCLIENT_INC_002924	(M)
IDS_TEXTCLIENT_INC_002925	(H)
IDS_TEXTCLIENT_INC_002926	HERO
IDS_TEXTCLIENT_INC_002927	%d-M. %s
IDS_TEXTCLIENT_INC_002928	%d-H. %s
IDS_TEXTCLIENT_INC_002929	HERO: %s
IDS_TEXTCLIENT_INC_002930	No player by that name exists.  Please check the name and try again.
IDS_TEXTCLIENT_INC_002931	You shouldn't ignore yourself.  You might have something important to say!
IDS_TEXTCLIENT_INC_002932	You can not discard this item.
IDS_TEXTCLIENT_INC_002933	The last message could not be transmitted due to chat spam limitations.  
IDS_TEXTCLIENT_INC_002934	You received %d minutes penalty because of too much of chatting
IDS_TEXTCLIENT_INC_002935	Currently your chat has been blocked.(Remaining: %d minute %d second)
IDS_TEXTCLIENT_INC_002936	Increased Range
IDS_TEXTCLIENT_INC_002937	Rooted
IDS_TEXTCLIENT_INC_002938	Immunity
IDS_TEXTCLIENT_INC_002939	The usage time is expired so that you are not able to continue the quest.
IDS_TEXTCLIENT_INC_002940	%dhours %dminutes %dseconds
IDS_TEXTCLIENT_INC_002941	Not allowed to continue the quest
IDS_TEXTCLIENT_INC_002942	Colored Egg Basket Exchange
IDS_TEXTCLIENT_INC_002943	I'm collecting eggs for Easter. If you bring me 20 Easter Eggs, I'll give you an Egg Basket!  
IDS_TEXTCLIENT_INC_002944	[Select] Give the Egg Decorator 20 Easter Eggs
IDS_TEXTCLIENT_INC_002945	Mentor-Pupil
IDS_TEXTCLIENT_INC_002946	Request Mentor-Pupil Bond
IDS_TEXTCLIENT_INC_002947	Cancel Mentor-Pupil Bond
IDS_TEXTCLIENT_INC_002948	Points: %d
IDS_TEXTCLIENT_INC_002949	Permissions
IDS_TEXTCLIENT_INC_002950	(NEW)
IDS_TEXTCLIENT_INC_002951	Wiki Help
IDS_TEXTCLIENT_INC_002952	Get help from Wiki
IDS_TEXTCLIENT_INC_002953	가위바위보 쿠폰 교환
IDS_TEXTCLIENT_INC_002954	나른한 춘곤증을 날려버릴 가위바위보 쿠폰 교환! 가위바위보 쿠폰조각 5개와 5만페냐를 가져오면 가위바위보 쿠폰과 교환하고 있으니 많은 참여 부탁드립니다.
IDS_TEXTCLIENT_INC_002955	가위바위보 쿠폰조각 5 + 5만 페냐 → 가위 가위바위보 쿠폰 1개
IDS_TEXTCLIENT_INC_002956	가위바위보 쿠폰조각 50 + 50만 페냐 → 가위 가위바위보 쿠폰 10개
IDS_TEXTCLIENT_INC_002957	Would you like to activate the Scroll of Awakening Protection?  This Scroll will allow you to attempt to get a better Awakening on an item without losing your current Awakening.  This Buff will protect the next Item you posses that is the target of a Reversion Scroll.
IDS_TEXTCLIENT_INC_002958	[ %s ] Ignore List
IDS_TEXTCLIENT_INC_002959	Ignored list : %d
IDS_TEXTCLIENT_INC_002960	Guild house bid
IDS_TEXTCLIENT_INC_002961	You have exceeded the time limit. The protected Awakening will be re-applied.
IDS_TEXTCLIENT_INC_002962	The chosen awakening will be applied.
IDS_TEXTCLIENT_INC_002963	Your current Awakening is Protected!  You can now use a Scroll of Awakening on this item to see if you can improve your current Buff.
IDS_TEXTCLIENT_INC_002964	No Time Limit
IDS_TEXTCLIENT_INC_002965	Silver Heart Exchange Event
IDS_TEXTCLIENT_INC_002966	Welcome! We have lots of items that we are exchanging for Silver Hearts.  Have a look around and see if there is anything you want!  The costs for the items are listed just before the items themselves.
IDS_TEXTCLIENT_INC_002967	20,000 SH: Angelic Wings (1)
IDS_TEXTCLIENT_INC_002968	4,000 SH: Little Lykan (1)
IDS_TEXTCLIENT_INC_002969	900 SH: Bubble's EXP Crystal (1)
IDS_TEXTCLIENT_INC_002970	300 SH: 7 Day Azria Ticket (1)
IDS_TEXTCLIENT_INC_002971	80 SH: 15 DayFullShout, Party EXP, Party Skill(1 Each)
IDS_TEXTCLIENT_INC_002972	30 SH: Pink Balloon (1), Event Sunstone (3)
IDS_TEXTCLIENT_INC_002973	10 SH: Blue Balloon (1), Event Moonstone (2)
IDS_TEXTCLIENT_INC_002974	6 SH: Luia Trans (2), No Disguise (2)
IDS_TEXTCLIENT_INC_002975	3 SH: Scroll of Sprint (1)
IDS_TEXTCLIENT_INC_002976	1 SH: Vanilla Cupcakes (5)
IDS_TEXTCLIENT_INC_002977	World Trophy Exchange (Korea)
IDS_TEXTCLIENT_INC_002978	Welcome to the World Trophy Exchange! I will be happy to exchange special World Trophy Cheers into various Soccer Balls or even the coveted World Trophy 2018!
IDS_TEXTCLIENT_INC_002979	5x 2018  = 1x Red Soccer Ball 2018
IDS_TEXTCLIENT_INC_002980	5x World = 1x Black Soccer Ball 2018
IDS_TEXTCLIENT_INC_002981	5x Cup = 1x Blue Soccer Ball 2018
IDS_TEXTCLIENT_INC_002982	Exchange 3x of each Soccer Balls for a World Trophy 2018
IDS_TEXTCLIENT_INC_002983	World Trophy Exchange
IDS_TEXTCLIENT_INC_002984	Welcome to the World Trophy Exchange!  I will be happy to exchange special World Trophy Cheers into various Soccer Balls or even the coveted World Trophy 2018!
IDS_TEXTCLIENT_INC_002985	5x 2018  = 1x Red Soccer Ball 2018
IDS_TEXTCLIENT_INC_002986	5x World = 1x Black Soccer Ball 2018
IDS_TEXTCLIENT_INC_002987	5x Cup = 1x Blue Soccer Ball 2018
IDS_TEXTCLIENT_INC_002988	Exchange 3x of each Soccer Ball for a World Trophy 2018.
IDS_TEXTCLIENT_INC_002989	Delete
IDS_TEXTCLIENT_INC_002990	Delete All
IDS_TEXTCLIENT_INC_002991	Put it in the chat
IDS_TEXTCLIENT_INC_002992	Name Change
IDS_TEXTCLIENT_INC_002993	Position
IDS_TEXTCLIENT_INC_002994	You can't save your position at this place.
IDS_TEXTCLIENT_INC_002995	YOu can't save your position any more. Please arrange your saved postion first and try again.
IDS_TEXTCLIENT_INC_002996	Required Job: Templar
IDS_TEXTCLIENT_INC_002997	Required Job: Slayer
IDS_TEXTCLIENT_INC_002998	Required Job: Harlequin
IDS_TEXTCLIENT_INC_002999	Required Job: Crackshooter
IDS_TEXTCLIENT_INC_003000	Required Job: Seraph
IDS_TEXTCLIENT_INC_003001	Required Job: Force Master
IDS_TEXTCLIENT_INC_003002	Required Job: Mentalist
IDS_TEXTCLIENT_INC_003003	Required Job: Arcanist
IDS_TEXTCLIENT_INC_003004	일본 인증 결과 :변환한 flyff 유저(Japan)
IDS_TEXTCLIENT_INC_003005	일본 인증 결과 :Web 페이지 호출(Japan)
IDS_TEXTCLIENT_INC_003006	일본 인증 결과 :DATA NOT FOUND(Japan)
IDS_TEXTCLIENT_INC_003007	일본 인증 결과 :패스워드 맞지 않음(Japan)
IDS_TEXTCLIENT_INC_003008	일본 인증 결과 :block user(Japan)
IDS_TEXTCLIENT_INC_003009	일본 인증 결과 :ok(Japan)
IDS_TEXTCLIENT_INC_003010	일본 인증 결과 :Parameter Error(Japan)
IDS_TEXTCLIENT_INC_003011	일본 인증 결과 :로그인 실패 횟수 초과로 인한 로그인 금지 상태(Japan)
IDS_TEXTCLIENT_INC_003012	일본 인증 결과 :한게임으로부터의 리턴값이 없음(Japan)
IDS_TEXTCLIENT_INC_003013	일본 인증 결과 :시스템 에러(Japan)
IDS_TEXTCLIENT_INC_003014	HP
IDS_TEXTCLIENT_INC_003015	MP
IDS_TEXTCLIENT_INC_003016	FP
IDS_TEXTCLIENT_INC_003017	Exp
IDS_TEXTCLIENT_INC_003018	BT
IDS_TEXTCLIENT_INC_003019	July 7th Event
IDS_TEXTCLIENT_INC_003020	I will give you 'Bridge Lovers' Gift Box' if you bring 'Magpie feather x10' and 'Broken Stone Piece x10'
IDS_TEXTCLIENT_INC_003021	Exchange 'Bridge lovers' gift box'
IDS_TEXTCLIENT_INC_003022	Trading has been temporarily disabled.
IDS_TEXTCLIENT_INC_003023	Private Shops have been temporarily disabled.
IDS_TEXTCLIENT_INC_003024	Mail has been temporarily disabled.
IDS_TEXTCLIENT_INC_003025	Guild Storage has been temporarily disabled.
IDS_TEXTCLIENT_INC_003026	사랑의 꽃바구니 교환
IDS_TEXTCLIENT_INC_003027	사랑의 사탕 5개를 사랑의 꽃바구니 1개로 교환 할 수 있습니다.
IDS_TEXTCLIENT_INC_003028	사랑의 사랑 5개를 사랑의 꽃바구니 1개로 교환
IDS_TEXTCLIENT_INC_003029	롯토의 선물 상자 교환
IDS_TEXTCLIENT_INC_003030	나를 찾아 오다니 엄청난 아이템을 얻을 수 있는 쿠폰 번호를 얻은 모양이군. 좋네~!자네에게 맞는 선물이 무엇인지 찾아 볼 테니 번호를 알려주게!
IDS_TEXTCLIENT_INC_003031	잘못된 문자를 입력 하셨습니다. 쿠폰 번호를 확인하시고 다시 입력해 주세요.
IDS_TEXTCLIENT_INC_003032	You can not remove the Penya from this mail because you will then exceed the maximum limit of Penya in your inventory.  Please remove some of the Penya you are currently holding, and then try to remove the Penya from this mail.
IDS_TEXTCLIENT_INC_003033	Baruna Upgrade
IDS_TEXTCLIENT_INC_003034	Extract Chaos Stones
IDS_TEXTCLIENT_INC_003035	Create Chaos Gems
IDS_TEXTCLIENT_INC_003036	Upgrade Order Stones
IDS_TEXTCLIENT_INC_003037	Create Stone of Balance
IDS_TEXTCLIENT_INC_003038	Create Stone of Balance
IDS_TEXTCLIENT_INC_003039	Inappropriate Item
IDS_TEXTCLIENT_INC_003040	Inappropriate Slot
IDS_TEXTCLIENT_INC_003041	Duplicates are not possible.
IDS_TEXTCLIENT_INC_003042	You are attempting to use the incorrect Binder for these Order Stones.
IDS_TEXTCLIENT_INC_003043	You need 10 Order Stones of the same kind for this process.
IDS_TEXTCLIENT_INC_003044	You are attempting to use the incorrect Binder for these Order Stones.
IDS_TEXTCLIENT_INC_003045	You have created 1 Order Stone.
IDS_TEXTCLIENT_INC_003046	You have successfully upgraded your Order Stones.
IDS_TEXTCLIENT_INC_003047	You have created 1 Chaos Stone.
IDS_TEXTCLIENT_INC_003048	Chaos Stones can not be extracted from this item.
IDS_TEXTCLIENT_INC_003049	Please place an item in the appropriate space in order to proceed with your extraction attempt.
IDS_TEXTCLIENT_INC_003050	Your attempt has failed to extract a Chaos from the item.
IDS_TEXTCLIENT_INC_003051	%s pieces of Chaos have been extracted from your item.
IDS_TEXTCLIENT_INC_003052	%s pieces of Chaos have been extracted from your item.
IDS_TEXTCLIENT_INC_003053	Please place your Chaos Gem in this space in order to proceed with your upgrade attempt.
IDS_TEXTCLIENT_INC_003054	Please place your Crystal of Order in this space in order to proceed with your upgrade attempt.
IDS_TEXTCLIENT_INC_003055	Please place your Bareum Powder in this space in order to proceed with your upgrade attempt.
IDS_TEXTCLIENT_INC_003056	You have created 1 Stone of Balance.
IDS_TEXTCLIENT_INC_003057	Please place the item you would like to upgrade in the appropriate space in order to proceed with your upgrade attempt.
IDS_TEXTCLIENT_INC_003058	That is an inappropriate item, please place a Stone of Balance here in order to proceed with your upgrade attempt.
IDS_TEXTCLIENT_INC_003059	The Level of your item has been increased by +1.
IDS_TEXTCLIENT_INC_003060	The Level of your item has been reduced by -1.
IDS_TEXTCLIENT_INC_003061	The Level of your item has not changed.
IDS_TEXTCLIENT_INC_003062	Your item has been destroyed!  Next time, try using a Blessing of Baruna!
IDS_TEXTCLIENT_INC_003063	This item could be destroyed if you fail and are not using a Blessing of Baruna.  Would you like to proceed with this attempt?
IDS_TEXTCLIENT_INC_003064	You can not summon an Upgrade Spirit if you already have a pet summoned. 
IDS_TEXTCLIENT_INC_003065	You cannot summon an Upgrade Spirit while you are flying
IDS_TEXTCLIENT_INC_003066	This Upgrade Spirit is busy.
IDS_TEXTCLIENT_INC_003067	This is not your Upgrade Spirit.
IDS_TEXTCLIENT_INC_003068	This Upgrade Spirit has already been summoned.
IDS_TEXTCLIENT_INC_003069	It is currently not the appropriate time to Bid on a Guild House.  
IDS_TEXTCLIENT_INC_003070	This is not the place to bid on Guild Houses.
IDS_TEXTCLIENT_INC_003071	You must be the Guild Master to accomplish that.
IDS_TEXTCLIENT_INC_003072	Biding is already over.
IDS_TEXTCLIENT_INC_003073	You already posses a Guild House of this size, you can not have two.
IDS_TEXTCLIENT_INC_003074	You qualify to participate in this Guild House Bidding session.
IDS_TEXTCLIENT_INC_003075	The selected guild house is not on the bid.
IDS_TEXTCLIENT_INC_003076	Bid price is less than the minimum. Please check the current bid price.
IDS_TEXTCLIENT_INC_003077	Congratulations! You won the bid.
IDS_TEXTCLIENT_INC_003078	Sorry. You just got out bid.
IDS_TEXTCLIENT_INC_003079	Your Guild House level has increased.
IDS_TEXTCLIENT_INC_003080	That is an inappropriate item, to protect your Baruna Item, place a Blessing of Baruna in this space.
IDS_TEXTCLIENT_INC_003081	That is an inappropriate item, please use a Chaos Gem instead.
IDS_TEXTCLIENT_INC_003082	That is an inappropriate item, please use a Tar of Chaos instead.
IDS_TEXTCLIENT_INC_003083	Extraction is only possible with non-unique items.
IDS_TEXTCLIENT_INC_003084	You cannot use that skill while you are fighting.
IDS_TEXTCLIENT_INC_003085	You can not use a Scroll of Awakening on a Baruna item.
IDS_TEXTCLIENT_INC_003086	Reduce PVP damage
IDS_TEXTCLIENT_INC_003087	You may not complete the quest since you already wearing the item
IDS_TEXTCLIENT_INC_003088	112 Ocean Avenue
IDS_TEXTCLIENT_INC_003089	Forth :
IDS_TEXTCLIENT_INC_003090	Fifth :
IDS_TEXTCLIENT_INC_003091	The level of the Amplification Scroll does not match your character level.
IDS_TEXTCLIENT_INC_003092	Oak Alley
IDS_TEXTCLIENT_INC_003093	The Crescent
IDS_TEXTCLIENT_INC_003094	Feng-Du
IDS_TEXTCLIENT_INC_003095	Magh Sleacht 
IDS_TEXTCLIENT_INC_003096	Galveston
IDS_TEXTCLIENT_INC_003097	Unit 731
IDS_TEXTCLIENT_INC_003098	Spittalfields
IDS_TEXTCLIENT_INC_003099	Aokigahara
IDS_TEXTCLIENT_INC_003100	Walachia
IDS_TEXTCLIENT_INC_003101	LaLaurie House
IDS_TEXTCLIENT_INC_003102	The Myrtles 
IDS_TEXTCLIENT_INC_003103	Raynham Hall
IDS_TEXTCLIENT_INC_003104	Rolling Hills
IDS_TEXTCLIENT_INC_003105	The Stanley 
IDS_TEXTCLIENT_INC_003106	Whaley House
IDS_TEXTCLIENT_INC_003107	Waverly Hills
IDS_TEXTCLIENT_INC_003108	No Trespassing!
IDS_TEXTCLIENT_INC_003109	Currently un-owned.
IDS_TEXTCLIENT_INC_003110	Exchange your Zombie Tokens for various rewards.  The more Zombie Tokens you have, the better rewards you can have.  I am not in the habit of rewarding slackers!
IDS_TEXTCLIENT_INC_003111	Exchange Zombie Hunter tokens
IDS_TEXTCLIENT_INC_003112	6 Zombie Tokens = 12 Zombie Hunters Boxes
IDS_TEXTCLIENT_INC_003113	15 Zombie Tokens = 1 Survivor’s Cloak 
IDS_TEXTCLIENT_INC_003114	35 Zombie Tokens = 1 Zombie Hunter’s Cloak 
IDS_TEXTCLIENT_INC_003115	Special Upgrade Box Exchange
IDS_TEXTCLIENT_INC_003116	1 Cute Pig Pick Up Pet could be changed to Special Upgrade Box
IDS_TEXTCLIENT_INC_003117	Would you like to exit the guild house?
IDS_TEXTCLIENT_INC_003118	Congratulations! You have won the bid.
IDS_TEXTCLIENT_INC_003119	A New Guild House will be up for auction on Thursday at 3PM in %s.
IDS_TEXTCLIENT_INC_003120	An Auction has begun on a new Guild House.  Visit the Guild House Manager for details.
IDS_TEXTCLIENT_INC_003121	No Current Bids.
IDS_TEXTCLIENT_INC_003122	There are no available Guild Houses.
IDS_TEXTCLIENT_INC_003123	The Guild House Auction has ended.
IDS_TEXTCLIENT_INC_003124	Auction Announcement
IDS_TEXTCLIENT_INC_003125	Auction Failed.  Please try again next time!
IDS_TEXTCLIENT_INC_003126	Guild Introduction has finished.
IDS_TEXTCLIENT_INC_003127	Changing Guild Introduction is failed.
IDS_TEXTCLIENT_INC_003128	Failed to upgrade to the Advanced Guild House.
IDS_TEXTCLIENT_INC_003129	No bid is running or it is not bid period. Please check again.
IDS_TEXTCLIENT_INC_003130	There is a problem with your bid. Please check again.
IDS_TEXTCLIENT_INC_003131	If you want to bid more than 2.1 Billion Penya, please change to Perin.
IDS_TEXTCLIENT_INC_003132	Minimum Bid requirement not met.
IDS_TEXTCLIENT_INC_003133	No Current Bids.
IDS_TEXTCLIENT_INC_003134	Eillun
IDS_TEXTCLIENT_INC_003135	You are not able to add any more items due to your purchase bag is full
IDS_TEXTCLIENT_INC_003136	There are no more space on your purchase bag.
IDS_TEXTCLIENT_INC_003137	You do not have enough money to buy an item.
IDS_TEXTCLIENT_INC_003138	You are not able to add any more items due to your inventory is full
IDS_TEXTCLIENT_INC_003139	Purchasing has finished.
IDS_TEXTCLIENT_INC_003140	You still have items in your purchase bag. Would you like to close the store?
IDS_TEXTCLIENT_INC_003141	Jack Card Exchange
IDS_TEXTCLIENT_INC_003142	Queen Card Exchange
IDS_TEXTCLIENT_INC_003143	King Card Exchange
IDS_TEXTCLIENT_INC_003144	Ace Card Exchange
IDS_TEXTCLIENT_INC_003145	1 Each for K,Q,J,10 Cards - Exchange The Mighty 10 Box
IDS_TEXTCLIENT_INC_003146	This item is now tradable.  WARNING:  Equipable items will become Soul Linked once re-equipped.
IDS_TEXTCLIENT_INC_003147	This item is now tradable.  WARNING:  Equipable items will become Soul Linked once re-equipped.
IDS_TEXTCLIENT_INC_003148	This scroll can only be used on most no-trade, soul linked or event items.
IDS_TEXTCLIENT_INC_003149	You can't unbind… an element?  Hokay.
IDS_TEXTCLIENT_INC_003150	An item has already been placed in the unbinding window.
IDS_TEXTCLIENT_INC_003151	Pets
IDS_TEXTCLIENT_INC_003152	Fashion
IDS_TEXTCLIENT_INC_003153	Quest
IDS_TEXTCLIENT_INC_003154	Only works with %s item upgrade. The effect will go on until you use it again.
IDS_TEXTCLIENT_INC_003155	This scrolls effect is already active.
IDS_TEXTCLIENT_INC_003156	Login details incoorect.  Please try again.
IDS_TEXTCLIENT_INC_003157	You are already logged in.  Please try again in 5 minutes.
IDS_TEXTCLIENT_INC_003158	Socket Ancient Rune
IDS_TEXTCLIENT_INC_003159	Ancient Rune has been socketed succesfully.
IDS_TEXTCLIENT_INC_003160	Ancient Rune socketing has failed.  The Ancient Rune has been destroyed.
IDS_TEXTCLIENT_INC_003161	Socketing failed.
IDS_TEXTCLIENT_INC_003162	Runes will be destroyed when socketing fails if a protect scroll is not used. Continue?
IDS_TEXTCLIENT_INC_003163	Item is currently in use.
IDS_TEXTCLIENT_INC_003164	Rune socketing can only be attempted on Baruna items.
IDS_TEXTCLIENT_INC_003165	There are no additional rune sockets available.
IDS_TEXTCLIENT_INC_003166	This item already contains an ancient rune of that type.  Please try again.
IDS_TEXTCLIENT_INC_003167	Only Baruna items can be placed here.
IDS_TEXTCLIENT_INC_003168	Only Ancient Runes can be placed here.
IDS_TEXTCLIENT_INC_003169	Only Ancient Rune protection items can be placed here.
IDS_TEXTCLIENT_INC_003170	Only Ancient Rune socketing success rate items can be placed here.
IDS_TEXTCLIENT_INC_003171	You do not neet the requirements to make a donation.
IDS_TEXTCLIENT_INC_003172	You can't donate right now.
IDS_TEXTCLIENT_INC_003173	You have already donated.
IDS_TEXTCLIENT_INC_003174	The selected donation item is currently in use or there are not enough available units.
IDS_TEXTCLIENT_INC_003175	Not enough Penya.
IDS_TEXTCLIENT_INC_003176	Enter the Colosseum
IDS_TEXTCLIENT_INC_003177	Ranking
IDS_TEXTCLIENT_INC_003178	Entry is currently unavailable.  Please try again later.
IDS_TEXTCLIENT_INC_003179	You have not met the requirements to enter the Colosseum.
IDS_TEXTCLIENT_INC_003180	You have been defeated!  Would you like to try again?
IDS_TEXTCLIENT_INC_003181	Stage %s Complete! The next stage is about to start.
IDS_TEXTCLIENT_INC_003182	Congratulations!  You have survived the Colosseum.
IDS_TEXTCLIENT_INC_003183	Your party leader, %s, has invited %s to join the Colosseum.  Will you accept the invitation?
IDS_TEXTCLIENT_INC_003184	You must be in a party to enter the Colosseum.
IDS_TEXTCLIENT_INC_003185	Your party is not currently in the Colosseum.
IDS_TEXTCLIENT_INC_003186	Normal Mode is for parties containing level 90 members and below.
IDS_TEXTCLIENT_INC_003187	Legendary Mode is for parties consisting of guild members only.
IDS_TEXTCLIENT_INC_003188	You have entered the Colosseum.
